first call	mean	std
reactor.ipc.netty.resources.DefaultPoolResources$Pool.channelCreated(io.netty.channel.Channel)	212.7690476	14.81781336
reactor.ipc.netty.channel.ContextHandler.accept(java.lang.Object)	101.7739683	7.98404849
org.springframework.web.reactive.function.client.DefaultWebClient$DefaultResponseSpec.lambda$bodyToMono$0(java.lang.Class,org.springframework.web.reactive.function.client.ClientResponse)	54.63619048	3.988940834
reactor.ipc.netty.channel.ContextHandler.createOperations(io.netty.channel.Channel,java.lang.Object)	50.50714286	4.970028402
org.springframework.web.reactive.function.client.DefaultClientResponse.bodyToMono(java.lang.Class)	49.79634921	3.66674039
reactor.ipc.netty.http.client.HttpClient$TcpBridgeClient.lambda$doHandler$0(java.util.function.Consumer,java.util.function.BiFunction,io.netty.channel.socket.SocketChannel,reactor.ipc.netty.channel.ContextHandler,java.lang.Object)	49.66761905	4.920230255
reactor.ipc.netty.channel.ContextHandler.accept(io.netty.channel.Channel)	49.5052381	3.196421539
org.springframework.web.reactive.function.client.DefaultClientResponse.body(org.springframework.web.reactive.function.BodyExtractor)	48.85031746	3.611904905
org.springframework.web.reactive.function.BodyExtractors.lambda$toMono$2(org.springframework.core.ResolvableType,org.springframework.http.ReactiveHttpInputMessage,org.springframework.web.reactive.function.BodyExtractor$Context)	47.55047619	3.455702638
org.springframework.web.reactive.function.BodyExtractors.readWithMessageReaders(org.springframework.http.ReactiveHttpInputMessage,org.springframework.web.reactive.function.BodyExtractor$Context,org.springframework.core.ResolvableType,java.util.function.Function,java.util.function.Function,java.util.function.Supplier)	46.56301587	3.393362164
reactor.ipc.netty.http.client.HttpClient$TcpBridgeClient.accept(java.lang.Object,java.lang.Object)	35.92587302	2.843385884
org.springframework.web.util.DefaultUriBuilderFactory.expand(java.lang.String,java.lang.Object[])	33.5431746	15.02812737
reactor.ipc.netty.http.client.MonoHttpClientResponse$HttpClientHandler.apply(java.lang.Object,java.lang.Object)	30.96809524	3.320205032
reactor.ipc.netty.http.client.MonoHttpClientResponse$HttpClientHandler.apply(reactor.ipc.netty.NettyInbound,reactor.ipc.netty.NettyOutbound)	30.89269841	3.312456148
reactor.ipc.netty.http.client.HttpClient.lambda$handler$4(java.util.function.Function,reactor.ipc.netty.http.client.HttpClientRequest)	29.9668254	3.243311959
org.springframework.http.client.reactive.ReactorClientHttpConnector.lambda$connect$1(java.util.function.Function,org.springframework.http.HttpMethod,java.net.URI,reactor.ipc.netty.http.client.HttpClientRequest)	29.82793651	3.233335866
reactor.ipc.netty.http.client.HttpClient$TcpBridgeClient.accept(io.netty.channel.ChannelPipeline,reactor.ipc.netty.channel.ContextHandler)	27.09015873	2.059302927
org.springframework.web.reactive.function.BodyExtractors.lambda$null$0(org.springframework.web.reactive.function.BodyExtractor$Context,org.springframework.http.ReactiveHttpInputMessage,org.springframework.core.ResolvableType,org.springframework.http.codec.HttpMessageReader)	26.76952381	2.162671356
org.springframework.http.codec.DecoderHttpMessageReader.readMono(org.springframework.core.ResolvableType,org.springframework.http.ReactiveHttpInputMessage,java.util.Map)	26.57936508	2.148526164
reactor.ipc.netty.FutureMono$DeferredFutureMono.subscribe(reactor.core.CoreSubscriber)	26.17206349	2.215013819
org.springframework.web.util.DefaultUriBuilderFactory$DefaultUriBuilder.build(java.lang.Object[])	22.89968254	2.806018457
reactor.ipc.netty.http.client.HttpClient$TcpBridgeClient.doHandler(java.util.function.BiFunction,reactor.core.publisher.MonoSink,boolean,java.net.SocketAddress,io.netty.channel.pool.ChannelPool,java.util.function.Consumer)	19.81825397	3.6185398
reactor.ipc.netty.resources.LoopResources.preferNative()	17.03873016	5.460715545
org.springframework.http.client.reactive.ReactorClientHttpConnector.adaptRequest(org.springframework.http.HttpMethod,java.net.URI,reactor.ipc.netty.http.client.HttpClientRequest)	15.89873016	2.049084575
org.springframework.web.util.DefaultUriBuilderFactory$DefaultUriBuilder.createUri(org.springframework.web.util.UriComponents)	15.76206349	2.09850677
org.springframework.web.util.UriComponents.encode()	15.08428571	2.038186803
org.springframework.web.util.HierarchicalUriComponents.encode(java.nio.charset.Charset)	15.02031746	2.032839103
org.springframework.web.util.HierarchicalUriComponents.encode(java.nio.charset.Charset)	14.96714286	2.027902528
org.springframework.core.codec.AbstractDataBufferDecoder.decodeToMono(org.reactivestreams.Publisher,org.springframework.core.ResolvableType,org.springframework.util.MimeType,java.util.Map)	14.46793651	1.340864633
org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$exchange$0(org.springframework.web.reactive.function.client.ClientRequest,org.springframework.http.client.reactive.ClientHttpRequest)	13.82761905	1.455897382
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder$BodyInserterRequest.writeTo(org.springframework.http.client.reactive.ClientHttpRequest,org.springframework.web.reactive.function.client.ExchangeStrategies)	13.76492063	1.450210574
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getBody$0(io.netty.buffer.ByteBuf)	13.68984127	3.253929245
org.springframework.core.io.buffer.NettyDataBufferFactory.wrap(io.netty.buffer.ByteBuf)	13.63174603	3.253875608
org.springframework.web.reactive.function.BodyInserters.lambda$static$0(org.springframework.http.ReactiveHttpOutputMessage,org.springframework.web.reactive.function.BodyInserter$Context)	11.98698413	1.307269825
org.springframework.http.client.reactive.ReactorClientHttpRequest.setComplete()	11.88333333	1.293900219
org.springframework.http.client.reactive.AbstractClientHttpRequest.doCommit(java.util.function.Supplier)	11.43777778	1.268401624
reactor.ipc.netty.resources.DefaultPoolResources.selectOrCreate(java.net.SocketAddress,java.util.function.Supplier,java.util.function.Consumer,io.netty.channel.EventLoopGroup)	11.24222222	1.019013598
org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$exchange$4(org.springframework.http.client.reactive.ClientHttpResponse)	10.86238095	1.605129391
org.springframework.web.util.DefaultUriBuilderFactory.uriString(java.lang.String)	10.5684127	13.92226254
org.springframework.web.reactive.function.client.DefaultWebClient.get()	10.42603175	14.23758602
org.springframework.http.client.reactive.ReactorClientHttpRequest.lambda$setComplete$3()	10.22174603	1.184135261
reactor.ipc.netty.NettyOutbound.then(org.reactivestreams.Publisher)	9.585079365	1.136742593
org.springframework.http.client.reactive.ReactorClientHttpResponse.getBody()	8.865873016	0.9486442037
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	8.836349206	0.7707722402
org.springframework.http.codec.FormHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	8.786190476	0.7675407617
reactor.ipc.netty.http.client.MonoHttpClientResponse.lambda$subscribe$0(reactor.ipc.netty.http.client.MonoHttpClientResponse$ReconnectableBridge)	8.593650794	0.9596912559
reactor.ipc.netty.NettyInbound.receive()	8.478888889	0.9383557235
org.springframework.web.reactive.function.client.DefaultWebClient.methodInternal(org.springframework.http.HttpMethod)	6.923809524	0.9528627353
org.springframework.http.client.reactive.AbstractClientHttpRequest.lambda$null$0()	4.997301587	0.7051155626
org.springframework.core.ResolvableType.hasUnresolvableGenerics()	4.561269841	0.3678055562
org.springframework.web.reactive.function.BodyExtractors.contentType(org.springframework.http.HttpMessage)	4.500952381	0.5259359436
org.springframework.web.reactive.function.client.DefaultWebClient$DefaultResponseSpec.bodyToPublisher(org.springframework.web.reactive.function.client.ClientResponse,org.reactivestreams.Publisher,java.util.function.Function)	4.498412698	0.5789103238
org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.exchange(org.springframework.web.reactive.function.client.ClientRequest)	4.388412698	0.624146926
org.springframework.http.client.reactive.ReactorClientHttpRequest.applyCookies()	4.305396825	0.6720233022
org.springframework.web.reactive.function.client.ClientRequest.create(org.springframework.http.HttpMethod,java.net.URI)	4.197142857	0.7106389447
org.springframework.core.ResolvableType.isAssignableFrom(org.springframework.core.ResolvableType)	4.134761905	0.5081302706
org.springframework.core.ResolvableType.isAssignableFrom(org.springframework.core.ResolvableType,java.util.Map)	4.083015873	0.5048200526
reactor.ipc.netty.http.client.HttpClientOptions.getRemoteAddress(java.net.URI)	3.976190476	0.5443546596
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder.build()	3.802380952	0.6155129859
org.springframework.web.util.UriComponents.expand(java.lang.Object[])	3.79015873	0.5015673595
org.springframework.http.client.reactive.ReactorClientHttpConnector.adaptResponse(reactor.ipc.netty.http.client.HttpClientResponse)	3.764126984	0.7637951087
reactor.ipc.netty.options.ClientOptions.createInetSocketAddress(java.lang.String,int,boolean)	3.706984127	0.5239612094
reactor.ipc.netty.http.client.HttpClient$TcpBridgeClient.doHandler(java.util.function.BiFunction,reactor.core.publisher.MonoSink,boolean,java.net.SocketAddress,io.netty.channel.pool.ChannelPool,java.util.function.Consumer)	3.557777778	0.3304659743
org.springframework.web.reactive.function.client.DefaultWebClient$DefaultResponseSpec.lambda$bodyToPublisher$4(org.springframework.web.reactive.function.client.ClientResponse,org.springframework.web.reactive.function.client.DefaultWebClient$DefaultResponseSpec$StatusHandler)	3.538412698	0.5341636583
org.springframework.core.ResolvableType.getSuperType()	3.486349206	0.3020159861
org.springframework.core.io.buffer.DataBufferUtils.lambda$join$17(java.util.List)	3.336031746	0.671143397
org.springframework.http.client.reactive.ReactorClientHttpResponse.getHeaders()	3.2	0.3967006788
org.springframework.core.io.buffer.NettyDataBufferFactory.join(java.util.List)	3.156825397	0.6543476708
org.springframework.http.codec.DecoderHttpMessageReader.getContentType(org.springframework.http.HttpMessage)	3.127936508	0.3974967654
org.springframework.web.util.UriComponentsBuilder.build()	3.091111111	0.4664833351
reactor.ipc.netty.channel.ContextHandler.newClientContext(reactor.core.publisher.MonoSink,reactor.ipc.netty.options.ClientOptions,io.netty.handler.logging.LoggingHandler,boolean,java.net.SocketAddress,io.netty.channel.pool.ChannelPool,reactor.ipc.netty.channel.ChannelOperations$OnNew)	3.044126984	0.2782292929
org.springframework.web.util.UriComponentsBuilder.build(boolean)	3.038888889	0.4648983883
reactor.ipc.netty.options.ClientOptions.get()	2.906507937	0.2676479489
org.springframework.web.reactive.function.client.DefaultWebClient$DefaultResponseSpec$StatusHandler.test(org.springframework.http.HttpStatus)	2.864603175	0.4783099394
org.springframework.web.util.HierarchicalUriComponents.expandInternal(org.springframework.web.util.UriComponents$UriTemplateVariables)	2.82015873	0.3654677024
reactor.ipc.netty.options.ClientOptions.get()	2.798412698	0.2619778638
org.springframework.http.HttpStatus.isError()	2.787936508	0.4736590386
org.springframework.web.util.HierarchicalUriComponents.expandInternal(org.springframework.web.util.UriComponents$UriTemplateVariables)	2.733333333	0.3539123737
org.springframework.web.util.UriComponentsBuilder$CompositePathComponentBuilder.build()	2.674603175	0.4319568813
reactor.ipc.netty.options.ClientOptions.groupAndChannel(io.netty.bootstrap.Bootstrap)	2.602698413	0.2513784622
org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.build()	2.591269841	0.4245838002
org.springframework.http.HttpStatus.is4xxClientError()	2.460793651	0.4528404239
org.springframework.web.util.HierarchicalUriComponents.expandQueryParams(org.springframework.web.util.UriComponents$UriTemplateVariables)	2.044603175	0.2685813725
org.springframework.core.SerializableTypeWrapper.forGenericSuperclass(java.lang.Class)	2.040793651	0.1920011705
org.springframework.http.client.reactive.ReactorClientHttpConnector.connect(org.springframework.http.HttpMethod,java.net.URI,java.util.function.Function)	1.859047619	0.3959786522
org.springframework.http.client.reactive.ReactorClientHttpResponse.getHeaders()	1.851269841	0.2565305271
reactor.ipc.netty.http.client.HttpClient$TcpBridgeClient.newHandler(java.util.function.BiFunction,java.net.InetSocketAddress,boolean,java.util.function.Consumer)	1.821904762	0.3187318978
reactor.ipc.netty.tcp.TcpClient.newHandler(java.util.function.BiFunction,java.net.InetSocketAddress,boolean,java.util.function.Consumer)	1.733968254	0.3119856513
reactor.ipc.netty.resources.LoopResources.onChannel(io.netty.channel.EventLoopGroup)	1.716666667	0.167237119
reactor.ipc.netty.channel.ContextHandler.newClientContext(reactor.core.publisher.MonoSink,reactor.ipc.netty.options.ClientOptions,io.netty.handler.logging.LoggingHandler,boolean,java.net.SocketAddress,io.netty.channel.pool.ChannelPool,reactor.ipc.netty.channel.ChannelOperations$OnNew)	1.695396825	0.8344370318
org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.encode(java.util.function.BiFunction)	1.478571429	0.2161264852
org.springframework.web.util.HierarchicalUriComponents.encodeUriComponent(java.lang.String,java.nio.charset.Charset,org.springframework.web.util.HierarchicalUriComponents$Type)	1.42031746	0.187243736
org.springframework.web.util.HierarchicalUriComponents.lambda$encode$2(java.nio.charset.Charset,java.lang.String,org.springframework.web.util.HierarchicalUriComponents$Type)	1.323650794	0.1979442088
org.springframework.web.util.HierarchicalUriComponents.encodeUriComponent(java.lang.String,java.nio.charset.Charset,org.springframework.web.util.HierarchicalUriComponents$Type)	1.268412698	0.1915617216
org.springframework.http.HttpHeaders.getContentType()	1.21968254	0.163900553
org.springframework.http.HttpHeaders.getContentType()	1.198253968	0.1983146424
org.springframework.core.ResolvableType.asVariableResolver()	1.155396825	0.1377924065
org.springframework.core.codec.AbstractDataBufferDecoder.lambda$decodeToMono$1(org.springframework.core.ResolvableType,org.springframework.util.MimeType,java.util.Map,org.springframework.core.io.buffer.DataBuffer)	1.141428571	0.1399076469
org.springframework.core.codec.StringDecoder.decodeDataBuffer(org.springframework.core.io.buffer.DataBuffer,org.springframework.core.ResolvableType,org.springframework.util.MimeType,java.util.Map)	1.08968254	0.1372747015
org.springframework.web.util.HierarchicalUriComponents.encodeQueryParams(java.util.function.BiFunction)	1.068888889	0.1930466767
org.springframework.core.codec.StringDecoder.decodeDataBuffer(org.springframework.core.io.buffer.DataBuffer,org.springframework.core.ResolvableType,org.springframework.util.MimeType,java.util.Map)	1.03984127	0.1316017569
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder.headers(java.util.function.Consumer)	1.035555556	0.1538271322
reactor.ipc.netty.NettyPipeline.inboundHandler(java.util.function.BiConsumer)	0.9901587302	0.1944017446
reactor.ipc.netty.resources.DefaultPoolResources$Pool.operationComplete(io.netty.util.concurrent.Future)	0.9711111111	0.1059666182
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.9393650794	0.1423150207
org.springframework.http.MediaType.parseMediaType(java.lang.String)	0.9217460317	0.1623589956
org.springframework.http.MediaType.parseMediaType(java.lang.String)	0.9061904762	0.1288955351
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.9015873016	0.1255869565
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.8538095238	0.1210985244
org.springframework.web.reactive.function.BodyExtractors.toMono(java.lang.Class)	0.8519047619	0.1427602846
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.8371428571	0.1166520885
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.813968254	0.1290691913
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.8112698413	0.1241030302
org.springframework.http.codec.json.AbstractJackson2Decoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.8023809524	0.1157133059
org.springframework.http.HttpHeaders.addAll(org.springframework.util.MultiValueMap)	0.7792063492	0.1098816331
reactor.ipc.netty.http.client.HttpClient.request(io.netty.handler.codec.http.HttpMethod,java.lang.String,java.util.function.Function)	0.7655555556	0.1638696518
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.763968254	0.1168982692
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.7614285714	0.1031235527
org.springframework.core.io.buffer.DataBufferUtils.join(org.reactivestreams.Publisher)	0.7444444444	0.1186936537
org.springframework.web.reactive.function.BodyExtractors.toMono(org.springframework.core.ResolvableType)	0.7158730159	0.09897305903
org.springframework.core.codec.StringDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.7157142857	0.1110085695
org.springframework.web.util.DefaultUriBuilderFactory$DefaultUriBuilder.initUriComponentsBuilder(java.lang.String)	0.6955555556	0.09049735202
reactor.ipc.netty.channel.ClientContextHandler.doPipeline(io.netty.channel.Channel)	0.6922222222	0.2003207305
org.springframework.core.codec.ByteArrayDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.6884126984	0.09267122889
reactor.ipc.netty.http.client.MonoHttpClientResponse.subscribe(reactor.core.CoreSubscriber)	0.6880952381	1.273827948
org.springframework.web.util.HierarchicalUriComponents.encodeUriComponent(java.lang.String,java.nio.charset.Charset,org.springframework.web.util.HierarchicalUriComponents$Type)	0.6841269841	0.08230093677
org.springframework.core.ResolvableType$WildcardBounds.get(org.springframework.core.ResolvableType)	0.6711111111	0.08357319976
org.springframework.core.codec.AbstractDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.61	0.09752492559
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.6077777778	0.0973529733
org.springframework.web.reactive.function.client.DefaultClientResponse.statusCode()	0.5903174603	0.09683840662
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.5742857143	0.09252565986
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.5668253968	0.08797231521
org.springframework.http.client.reactive.ReactorClientHttpRequest.applyHeaders()	0.5619047619	0.08611283006
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.5612698413	0.1017855209
org.springframework.core.codec.AbstractDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.5584126984	0.07793376001
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.5582539683	0.1014113059
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.5477777778	0.08964558868
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.5425396825	0.07213233548
org.springframework.http.client.reactive.ReactorClientHttpResponse.getStatusCode()	0.5388888889	0.09309682809
org.springframework.web.util.UriComponents.toString()	0.5273015873	0.07528161624
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.5171428571	0.0845985585
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.5125396825	0.08127883135
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.506984127	0.09014335885
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.5052380952	0.0921154752
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.4974603175	0.07617790902
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.4926984127	0.06674296465
org.springframework.web.util.HierarchicalUriComponents.toUriString()	0.4814285714	0.07052765174
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.4533333333	0.06824326236
org.springframework.core.codec.StringDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.4476190476	0.06166252974
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.4473015873	0.0662895608
org.springframework.http.codec.ServerSentEventHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.446984127	0.06722704767
reactor.ipc.netty.tcp.TcpClient.lambda$newHandler$1(java.net.InetSocketAddress,boolean,java.util.function.BiFunction,java.util.function.Consumer,reactor.core.publisher.MonoSink)	0.4412698413	0.4398899287
reactor.ipc.netty.http.client.HttpClient.handler(java.util.function.Function,reactor.ipc.netty.http.client.HttpClientOptions)	0.4411111111	0.09570309761
org.springframework.util.MimeTypeUtils.parseMimeType(java.lang.String)	0.4180952381	0.0802546966
org.springframework.web.util.UriComponentsBuilder.cloneBuilder()	0.4028571429	0.06011704381
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.4014285714	0.06192307421
org.springframework.core.codec.AbstractDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.3979365079	0.0543696557
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.3942857143	0.05556961273
org.springframework.util.MimeTypeUtils.parseMimeType(java.lang.String)	0.3923809524	0.05016525977
org.springframework.core.ResolvableType.isArray()	0.3825396825	0.06524601196
reactor.ipc.netty.channel.ClientContextHandler.addProxyHandler(reactor.ipc.netty.options.ClientOptions,io.netty.channel.ChannelPipeline,java.net.SocketAddress)	0.3785714286	0.3097713296
org.springframework.http.client.reactive.AbstractClientHttpRequest.lambda$doCommit$1()	0.3714285714	0.1193880846
org.springframework.web.reactive.function.client.DefaultWebClient$DefaultResponseSpec.bodyToMono(java.lang.Class)	0.3593650794	0.07391271162
org.springframework.http.HttpHeaders.readOnlyHttpHeaders(org.springframework.http.HttpHeaders)	0.3520634921	0.04744784037
org.springframework.core.codec.DataBufferDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.3482539683	0.05349795079
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.3482539683	0.05821524599
org.springframework.core.codec.ByteBufferDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.3419047619	0.04950091046
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.3395238095	0.04779016872
org.springframework.core.ResolvableType.hasUnresolvableGenerics()	0.3387301587	0.03709670175
